3753481;1
3753474;2
4004692;3
4005392;4
4011150;5
4011180;6
40112001;7
4012300;8
4018070;9
4022080;10
4024660;11
4030501;12
5202003;13
5302003;14
52040021;15
5302002;16
5302004;17
5300142;18
5301001;19
5302001;20
53201431;21
5382554;22
5905800;23
5909070;24
5905801;25
5905802;26
5909018;27
5905803;28
5909056;29
5905825;30
5905820;31
5905810;32
5905830;33
5941108;34
5941106;35
5941107;36
5941104;37
63259;38
10107;39
10108;40
10110;41
10105;42
10102;43
10111;44
10104;45
10112;46
10113;47
10121;48
10106;49
10126;50
10114;51
10103;52
10132;53
10124;54
10128;55
10131;56
10136;57
10134;58
10138;59
10137;60
10140;61
10142;62
10144;63
10135;64
10139;65
10141;66
10153;67
10150;68
10151;69
10152;70
10133;71
10154;72
10159;73
10158;74
10156;75
10162;76
10101;77
10155;78
10157;79
10165;80
10160;81
10166;82
10120;83
10168;84
10170;85
10182;86
10167;87
10122;88
10183;89
10180;90
10164;91
10161;92
10181;93
10184;94
10185;95
10188;96
10189;97
10186;98
10191;99
10187;100
