26904;1
706301;2
272781;3
51221;4
42980;5
46851;6
72413;7
71031;8
25222;9
280432;10
72226;11
35750;12
22315;13
483512;14
70172;15
24310;16
47186;17
25330;18
35220;19
22701;20
280422;21
271851;23
266052;24
70376;25
272761;26
47655;27
44712;28
280452;29
47650;30
48994;31
417731;32
25215;34
51216;35
47640;36
40880;37
72339;38
280302;39
72230;40
32096;42
280442;43
42310;44
35610;45
28023;46
72908;47
266031;48
72050;49
53020;50
72051;51
53024;52
72880;53
203671;54
72265;55
72058;56
72263;57
35400;58
280362;59
72117;60
70737;61
35970;62
35780;63
70076;64
70075;65
280462;66
22352;67
22350;68
72257;69
72256;70
35360;71
72834;72
70135;73
35440;74
357651;75
35630;76
279521;77
70121;78
70023;80
280412;81
72072;82
47405;84
559321;85
72862;86
70511;87
70512;88
70513;89
265021;90
43948;91
20290;92
280402;93
70110;94
70116;95
70115;96
35240;97
72857;98
72274;99
72853;100
