28099000;20
31304000;20
31306500;20
31306000;20
31302000;20
31307500;20
28099100;20
31303000;20
28099600;20
31318000;20
31307000;20
31302100;20
31311500;20
31311000;20
31315000;20
31313500;20
31327000;20
31341000;20
31342000;20
31610055;20
31330050;20
31330000;20
31609300;20
31609350;40
31324000;40
31610075;40
31327050;40
31610065;40
31616000;40
31658500;40
31661300;40
31659500;40
31661600;40
31661500;40
31660900;40
31661700;40
31661400;40
31660500;40
31661200;40
31662000;40
31661900;40
31661800;40
31668600;40
31662100;40
31662200;40
31669400;40
31669300;40
31669100;40
31666600;60
31668800;60
31678500;60
31682500;60
31669200;60
31700300;60
31700400;60
31669500;60
31682600;60
31700000;60
31679000;60
31700100;60
31700200;60
31700600;60
31700500;60
31701100;60
31701600;60
31701200;60
31701300;60
31700700;60
31700800;60
31702510;60
31701700;60
31701500;60
31701800;60
31701510;80
31702300;80
31702100;80
31702600;80
31702200;80
31702500;80
31702800;80
31702700;80
31703000;80
31703500;80
31704010;80
31704000;80
31708500;80
31709300;80
31709200;80
31709600;80
31710700;80
31709100;80
31711200;80
31708600;80
31724500;80
31732600;80
31724000;80
31723600;80
